B06007_002E,B06007_003E,B06007_004E,B06007_005E,B06007_006E,B06010_002E,B06010_003E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06008_007E,state,county,tract
2869,158,140,18,18,381,2310,635,299,494,270,308,113,47,144,319,695,986,228,95,687,12,009,061002
5576,93,71,22,130,740,4520,768,394,804,462,832,490,254,516,303,1534,1452,1069,412,1684,12,009,061100
6265,474,357,117,332,742,5394,1045,494,770,803,991,511,212,568,372,1536,1920,1021,567,1698,12,009,061201
3175,189,189,0,96,412,2814,340,313,320,361,463,228,201,588,62,641,978,788,363,820,12,009,061202
7319,84,23,61,111,899,5718,816,567,1117,1102,769,425,218,704,250,1709,2661,833,312,1935,12,009,062103
6320,374,246,128,230,739,5519,769,654,1092,1081,709,490,191,533,658,1689,1837,634,254,1904,12,009,062104
2924,37,37,0,113,222,2436,497,346,537,400,271,182,104,99,257,947,877,194,203,533,12,009,062106
2470,32,0,32,114,331,2045,424,362,450,208,194,110,59,238,424,632,690,279,215,650,12,009,062107
4897,417,238,179,220,773,4116,499,433,755,814,778,303,137,397,218,1418,1648,631,321,1355,12,009,062108
4158,177,132,45,17,1115,2857,716,406,451,300,445,318,59,162,516,1121,1199,272,115,1795,12,009,062109
3227,238,95,143,215,535,2642,745,400,503,462,345,128,0,59,488,984,689,152,28,1624,12,009,062301
2941,171,139,32,86,618,2027,659,221,490,243,202,126,58,28,389,691,939,74,54,1219,12,009,062302
4997,1194,694,500,129,1188,4320,1057,709,1129,488,453,256,82,146,879,1521,1518,355,109,2060,12,009,062400
3672,103,103,0,100,397,3035,700,233,838,429,369,254,64,148,568,873,1030,437,46,1075,12,009,062500
2232,877,329,548,25,548,1860,727,374,273,177,197,93,4,15,617,729,383,129,79,850,12,009,062600
3570,188,60,128,87,421,3131,469,342,621,368,525,204,149,453,201,811,1011,706,518,755,12,009,062800
4458,155,144,11,189,405,3644,567,664,858,258,664,250,129,254,277,1143,1537,487,364,1312,12,009,062900
3658,265,174,91,305,376,3306,492,365,584,296,506,336,234,493,214,654,1140,624,396,1006,12,009,063000
6939,571,406,165,468,605,6375,858,782,1145,652,767,708,215,1248,300,1328,2003,1652,1062,980,12,009,063102
2987,247,158,89,203,285,2702,458,290,407,335,275,367,96,474,175,671,776,471,384,712,12,009,063104
8231,547,356,191,456,1160,7160,1660,835,1125,784,942,736,280,798,539,1588,2836,1311,682,2233,12,009,063105
3420,183,103,80,140,388,2931,471,206,401,395,517,278,127,536,145,792,1008,648,286,468,12,009,063106
9267,296,220,76,324,1129,7809,1424,916,1383,662,889,680,349,1506,564,1589,2525,1855,1309,1120,12,009,063107
3936,144,118,26,512,409,3716,629,364,246,341,538,417,172,1009,99,836,1078,719,1024,859,12,009,064102
4999,430,297,133,207,373,4901,865,543,923,707,906,462,122,373,246,1469,1711,786,618,918,12,009,064123
3515,333,259,74,137,462,3192,482,457,530,556,547,259,125,236,269,985,1267,523,193,1072,12,009,064124
4692,822,634,188,458,617,4728,747,450,810,681,673,486,250,631,510,1062,1607,602,795,874,12,009,064125
4003,164,127,37,119,599,3196,503,303,410,562,298,504,154,462,202,739,1238,630,350,1102,12,009,064126
6206,444,316,128,440,934,5423,876,464,877,590,851,628,177,960,401,1190,1976,1262,839,1176,12,009,064127
10149,853,694,159,710,1450,8538,1375,739,1293,998,1149,852,430,1702,425,1332,2857,2294,1727,1457,12,009,064128
1878,75,73,2,11,213,1533,324,158,251,188,257,154,31,170,133,508,591,287,93,436,12,009,064201
2444,283,110,173,112,355,2420,475,225,607,485,179,218,64,167,170,909,750,358,147,671,12,009,064202
4976,482,249,233,164,715,4316,632,601,1086,728,520,358,79,312,977,1181,1348,406,235,1529,12,009,064301
4871,412,294,118,302,539,4393,869,588,1040,616,587,501,81,111,606,1967,1319,394,277,1558,12,009,064302
3672,806,535,271,94,623,3378,536,447,785,543,433,309,69,256,594,1049,1173,475,361,926,12,009,064400
4065,127,117,10,148,734,3170,719,465,631,436,495,205,35,184,380,1086,1350,327,151,1296,12,009,064500
6119,259,206,53,112,767,5134,1067,503,968,577,604,576,159,680,322,1446,1617,1128,720,1412,12,009,064601
4441,331,103,228,390,556,3638,709,424,789,572,504,351,110,179,426,1023,1190,414,152,1884,12,031,012704
6347,209,153,56,639,1200,4711,748,564,1203,843,796,397,107,53,663,1528,1721,702,123,3125,12,031,012800
2537,92,55,37,130,370,1911,398,173,362,357,268,207,26,120,254,881,620,163,48,1064,12,031,012900
2120,93,71,22,164,258,1719,128,142,178,122,184,256,130,579,79,172,551,645,406,1026,12,031,013000
1933,37,30,7,33,193,1551,200,127,269,214,242,141,55,303,62,311,459,402,271,743,12,031,013100
2452,151,134,17,342,108,2402,112,384,935,639,113,30,46,143,44,526,398,217,4,462,12,031,013200
5859,563,336,227,393,967,4882,842,522,1028,800,716,467,139,368,658,1291,2120,526,202,2150,12,031,013300
3931,545,500,45,168,648,3144,917,459,597,347,503,153,77,91,766,1037,954,289,94,1547,12,031,013402
2797,176,142,34,102,286,2404,354,280,508,517,384,135,73,153,195,757,999,295,141,1559,12,031,013403
2486,160,97,63,224,328,2064,417,276,380,416,254,197,49,75,142,462,998,312,105,959,12,031,013404
2861,344,244,100,155,655,2191,489,135,331,324,428,246,88,150,275,820,826,235,109,1161,12,031,013502
7218,752,376,376,784,1156,6117,1521,493,1084,832,1151,687,149,200,744,1843,2031,936,234,2382,12,031,013503
5257,229,166,63,436,860,4129,1049,445,688,685,666,250,88,258,480,1678,1349,370,72,2250,12,031,013504
8755,511,338,173,733,923,7472,1632,727,1503,1024,1611,417,92,466,736,1552,2667,1322,251,3173,12,031,013521
2637,455,278,177,633,509,2767,513,264,491,361,500,255,109,274,310,671,1147,557,107,1021,12,031,013522
8393,981,797,184,442,1325,6574,1462,652,1198,961,806,646,445,404,979,2243,2053,818,158,3209,12,031,013721
5346,770,432,338,315,652,4295,825,314,777,676,780,300,232,391,531,1081,1816,512,276,2045,12,031,013723
7349,820,381,439,360,894,6704,1136,604,1228,998,1225,690,260,563,793,1809,2453,988,457,2835,12,031,013726
6357,490,415,75,714,629,5760,920,333,938,1146,987,662,282,492,210,1259,2351,927,384,1702,12,031,013727
2584,156,143,13,116,273,2233,235,289,1044,322,111,117,5,110,82,325,426,138,63,483,12,031,013800
5241,507,329,178,210,632,4855,609,529,1305,727,876,475,139,195,516,1163,1447,301,118,1301,12,031,013901
4285,544,248,296,194,342,4122,808,626,718,673,655,303,139,200,435,1212,1040,795,156,1570,12,031,013902
3932,79,49,30,166,618,3119,554,311,636,770,379,199,108,162,412,1392,1100,294,7,1548,12,031,013904
3796,78,78,0,157,384,3264,331,234,329,267,385,311,160,1247,34,341,761,1117,985,1230,12,031,013905
3824,139,21,118,183,484,3385,444,155,525,435,456,368,236,766,99,625,904,971,728,1095,12,031,013906
4192,55,41,14,29,531,3431,390,316,485,392,340,578,120,810,68,601,1005,914,640,1614,12,031,014001
2182,28,19,9,96,366,1700,159,89,234,166,302,272,100,378,27,249,716,508,337,737,12,031,014002
3969,181,181,0,134,506,3404,493,261,388,354,539,648,102,619,100,633,1213,929,337,1541,12,031,014101
3732,83,9,74,102,228,3529,445,177,468,477,743,418,259,542,128,730,1016,874,616,1173,12,031,014102
3893,65,42,23,157,321,3431,320,401,601,431,512,303,227,636,137,749,1407,684,511,1096,12,031,014202
4226,176,109,67,127,329,3743,292,200,387,422,457,569,229,1187,22,391,1107,1343,908,1211,12,031,014203
4132,115,113,2,607,413,3646,274,307,470,324,535,466,216,1054,126,731,835,1290,704,1049,12,031,014204
3904,640,334,306,348,751,3534,680,512,754,754,475,189,116,54,780,1070,1197,445,80,1634,12,031,014311
5515,809,413,396,599,1131,4702,760,509,726,791,802,501,251,362,455,1186,1663,1120,355,1539,12,031,014312
6104,165,156,9,563,1016,4912,698,431,593,559,792,697,229,913,324,692,1425,1493,684,1939,12,031,014326
4959,130,130,0,1075,873,4254,540,354,577,678,1104,277,330,394,341,1163,1629,952,516,1317,12,031,014328
2319,261,219,42,175,246,2217,282,112,374,344,506,229,105,265,69,683,703,495,223,708,12,031,014329
4223,42,42,0,309,511,3568,459,325,472,305,408,475,179,945,137,929,1136,943,597,1269,12,031,014330
4358,327,165,162,249,572,3478,351,327,591,603,590,386,198,432,304,672,1117,990,310,1311,12,031,014331
6222,560,316,244,569,649,5960,1054,429,675,897,937,721,359,888,223,1120,1619,1760,694,1821,12,031,014332
2950,164,121,43,36,301,2441,212,203,392,427,495,252,72,388,79,763,798,547,211,928,12,031,014333
3964,288,268,20,375,551,3242,678,276,353,493,325,354,158,605,48,823,1000,750,484,1082,12,031,014334
6691,519,364,155,654,892,5889,954,304,921,519,1331,671,315,874,129,1782,2002,1312,507,2005,12,031,014335
5384,432,341,91,852,887,4787,813,379,559,762,786,610,276,602,525,1117,1567,946,510,1614,12,031,014336
6370,1093,696,397,2397,1425,7137,1238,627,1345,937,1335,614,286,755,763,1740,2740,1577,459,1677,12,031,014337
3071,583,368,215,564,705,3013,506,270,883,348,545,278,53,130,389,1077,925,387,191,1556,12,031,014338
9006,2289,976,1313,1049,1842,9171,1603,764,1449,1496,1587,769,402,1101,756,2073,3142,2249,705,3215,12,031,014401
11487,1756,934,822,417,1423,10148,1385,1037,1737,1871,1313,926,355,1524,1168,2962,3218,1690,1014,4137,12,069,030902
4422,1038,519,519,256,517,4555,776,879,1001,566,593,310,88,342,675,1171,1611,476,311,1260,12,069,030912
1460,93,22,71,48,108,1409,208,209,237,183,212,146,33,181,136,333,400,339,276,324,12,069,030913
4576,578,187,391,26,687,3856,761,597,839,582,573,68,98,338,605,1158,1217,478,311,1662,12,069,030914
6463,876,492,384,160,683,6180,1084,682,1175,715,885,654,177,808,878,2046,1942,846,565,1938,12,069,031000
6777,95,72,23,124,426,6297,1154,1006,1053,1010,746,871,155,302,478,2413,1944,947,692,1000,12,069,031101
6588,214,174,40,337,415,6572,709,1166,1432,934,904,532,297,598,477,2280,2315,788,935,762,12,069,031102
1499,151,91,60,18,145,1349,216,136,239,206,235,131,65,121,132,448,457,186,108,444,12,069,031103
5466,578,444,134,120,863,4489,798,705,943,618,576,515,83,251,900,1544,1431,507,271,2525,12,069,031202
5184,853,638,215,52,672,4809,1060,674,944,584,672,444,126,305,896,1632,1430,550,344,1639,12,069,031203
10660,1867,962,905,190,1743,9495,3001,818,1711,1161,1321,788,198,497,1891,3516,2760,1489,436,3283,12,069,031204
1063,1226,630,596,20,280,1667,387,211,364,377,231,45,13,39,699,632,307,58,23,558,12,069,031205
4949,593,483,110,268,583,4492,724,583,682,505,692,404,324,578,547,1129,1424,727,386,1489,12,069,031301
6337,1143,849,294,76,854,5212,1218,498,1167,541,849,256,286,397,593,1425,1516,1082,349,1937,12,069,031305
4992,683,474,209,168,883,4132,853,318,531,520,696,309,232,673,314,1093,1530,669,524,1113,12,069,031306
14805,2334,1605,729,802,2520,12728,2373,879,2024,1755,3034,1172,329,1162,880,3002,5136,2437,1400,3260,12,069,031307
5055,755,501,254,147,529,4881,356,510,896,730,1001,507,330,551,169,1144,1738,1194,615,617,12,069,031308
8513,1057,856,201,363,1227,6857,1099,625,1067,1153,1416,816,106,575,580,2148,2481,1288,421,2164,12,069,031309
11887,1903,1373,530,485,1688,10219,1741,1248,1520,699,1391,1144,718,1758,641,2692,3810,1965,1002,2608,12,069,031310
12413,4586,3462,1124,557,1882,12875,2978,1234,3047,2081,1724,827,344,640,1459,3126,4381,2250,417,1617,12,069,031311
2224,1994,873,1121,104,609,3222,864,370,576,512,406,264,25,205,1023,704,842,317,261,789,12,071,000301
1851,3134,970,2164,104,952,3410,795,561,1265,500,141,106,0,42,1650,1161,470,81,97,1212,12,071,000302
1420,1290,355,935,73,437,1893,360,241,597,239,243,82,67,64,657,592,505,134,50,541,12,071,000401
1598,449,235,214,30,232,1693,216,315,312,354,250,147,26,73,386,592,539,140,112,336,12,071,000402
2517,305,123,182,59,452,1794,490,322,545,174,244,19,0,0,664,741,388,115,47,1330,12,071,000502
2670,1391,527,864,131,795,2787,829,477,539,489,186,181,45,41,1159,925,397,265,171,1608,12,071,000503
1103,1081,412,669,14,359,1552,420,248,443,277,121,22,10,11,807,418,284,119,5,479,12,071,000504
3802,115,15,100,409,397,2816,918,375,670,320,218,157,63,95,772,858,839,179,152,1784,12,071,000600
1402,161,71,90,447,285,1588,490,395,327,161,164,20,16,15,667,538,318,99,48,622,12,071,000700
1356,26,15,11,92,64,1383,154,196,299,167,178,77,54,258,60,301,387,320,327,276,12,071,000800
2661,101,58,43,62,329,2153,195,181,473,198,246,235,78,547,45,363,517,723,578,841,12,071,000900
4793,1243,522,721,231,812,4673,799,574,753,504,848,380,163,652,1011,1029,1404,973,547,1420,12,071,001000
1251,666,296,370,669,556,1797,399,333,404,312,183,89,0,77,653,653,409,95,72,549,12,071,001101
2568,698,384,314,852,547,2884,730,700,617,445,266,50,19,57,533,866,981,426,91,579,12,071,001102
6063,1897,1335,562,1115,2109,5860,1871,727,947,1034,611,452,65,153,1525,1875,1961,697,254,2549,12,071,001201
8003,1247,755,492,450,809,8010,1274,781,928,1249,1432,872,228,1246,596,1737,2210,1771,1183,1839,12,071,001202
1739,745,151,594,116,385,2082,371,391,547,364,142,140,55,72,545,650,660,265,111,450,12,071,001300
3904,1087,795,292,542,308,4283,821,541,959,956,577,268,76,85,455,1516,1048,380,139,1289,12,071,001401
2447,111,96,15,19,227,2073,276,181,241,289,300,227,102,457,111,279,595,659,429,466,12,071,001402
2584,97,97,0,26,187,2335,288,205,355,294,373,223,150,447,84,427,711,641,412,540,12,071,001501
3014,2874,1866,1008,139,876,3811,1094,571,873,436,362,329,57,89,826,1068,1202,492,204,1005,12,071,001502
3331,938,616,322,384,475,3818,798,382,614,642,676,336,104,266,599,1208,910,718,339,780,12,071,001601
2836,58,37,21,154,277,2665,295,398,831,366,334,136,83,222,329,955,931,392,195,238,12,071,001602
2330,102,92,10,80,138,2248,350,134,552,335,418,214,36,209,238,432,762,482,310,242,12,071,001701
3807,126,115,11,116,377,3561,389,153,710,565,668,590,128,358,271,823,1000,802,792,222,12,071,001703
2726,59,59,0,84,70,2615,254,332,457,418,419,324,139,272,195,717,923,426,343,168,12,071,001705
2700,267,116,151,137,257,2630,304,272,602,424,292,335,97,304,114,810,777,469,523,210,12,071,001706
4853,173,149,24,117,227,4630,584,659,939,835,784,362,201,266,479,1432,1715,583,408,204,12,071,001707
2086,146,98,48,58,230,1933,228,373,523,307,315,82,62,43,232,638,767,275,34,512,12,009,064602
3640,188,155,33,141,734,3042,628,567,789,306,348,109,95,200,398,1093,1119,345,229,947,12,009,064700
2349,65,41,24,32,187,2080,276,331,610,327,213,124,21,178,130,616,951,321,123,642,12,009,064800
4915,543,439,104,1016,1172,5030,1443,669,625,842,523,298,132,498,186,1047,1111,1213,659,1517,12,009,064901
3098,70,61,9,326,704,2578,955,646,374,291,155,37,0,120,468,911,746,350,63,1296,12,009,064902
2703,86,58,28,216,309,2379,435,217,479,324,342,201,72,309,230,580,879,373,150,829,12,009,065001
8813,728,559,169,821,1047,7718,1221,740,1498,1073,988,962,366,870,626,2385,2053,1499,1068,2247,12,009,065021
4198,326,306,20,250,699,3619,499,457,723,472,378,464,227,399,273,1063,1270,729,373,1265,12,009,065022
5031,1022,843,179,249,898,4627,877,667,1197,563,601,398,68,256,402,1187,2080,705,312,1348,12,009,065121
5925,688,267,421,121,840,5242,1149,1241,1114,623,483,331,49,252,770,1528,1572,713,380,1608,12,009,065122
3380,82,35,47,163,365,2891,804,337,739,322,343,185,67,94,501,1114,900,290,174,965,12,009,065123
2611,40,34,6,209,468,2095,731,464,402,233,236,29,0,0,475,833,616,139,151,782,12,009,065124
4931,452,186,266,316,705,4678,655,669,1195,500,686,378,269,326,491,1276,1388,852,603,1033,12,009,065125
5390,14,0,14,121,830,4327,851,818,847,715,540,250,153,153,584,1497,1593,335,86,1218,12,009,065201
4175,543,335,208,138,780,3466,609,545,655,441,539,279,73,325,466,1478,1112,527,241,1417,12,009,065202
5280,61,40,21,112,539,4259,752,405,666,570,565,465,127,709,143,1175,1733,765,390,1643,12,009,065231
3524,65,51,14,41,225,3283,809,485,751,446,397,207,68,120,554,1345,960,315,142,734,12,009,065234
4148,284,122,162,135,521,3936,745,586,1153,510,613,214,58,57,634,1922,1245,318,149,310,12,009,065235
1346,3,3,0,35,117,1173,202,119,256,163,88,132,60,153,81,407,388,141,182,307,12,009,065236
3822,212,190,22,259,338,3660,499,501,600,353,404,480,172,651,164,741,975,1076,769,747,12,009,066101
1721,70,46,24,143,155,1624,230,173,336,224,252,132,52,225,63,506,563,352,248,143,12,009,066103
4178,259,217,42,304,592,3924,500,355,807,472,256,635,198,701,141,908,1307,1069,718,613,12,009,066104
2462,22,22,0,57,283,1984,263,106,320,144,332,237,155,427,66,317,680,449,493,559,12,009,066200
6145,135,37,98,267,645,5139,886,351,682,644,773,512,306,985,146,1200,1603,1271,1109,685,12,009,066301
4177,140,92,48,195,545,3496,449,328,528,455,472,298,118,848,131,604,1109,1202,584,811,12,009,066302
4480,68,61,7,124,368,3888,603,471,616,649,575,329,121,524,290,909,1100,910,499,1016,12,009,066400
3285,231,158,73,66,394,2664,483,294,389,197,389,282,37,593,72,540,855,611,633,499,12,009,066500
3581,180,137,43,272,358,3137,457,193,475,344,493,440,91,644,100,476,1173,851,550,661,12,009,066600
4033,225,193,32,291,475,3446,471,470,370,316,665,606,141,407,255,1053,1007,626,545,912,12,009,066700
1247,139,124,15,73,121,1054,176,112,93,97,211,112,66,187,4,134,377,284,195,192,12,009,066800
6134,109,109,0,312,687,5216,855,420,693,729,668,338,295,1218,199,1155,1728,1258,755,1120,12,009,066900
1182,66,42,24,48,193,871,124,70,235,131,125,78,10,98,39,108,327,173,81,109,12,009,067100
1905,25,17,8,82,147,1811,285,205,261,328,192,167,73,300,44,496,713,257,210,344,12,009,068101
2830,237,179,58,211,351,2599,423,178,310,337,295,246,85,725,37,557,744,790,507,539,12,009,068102
2667,56,56,0,171,272,2357,355,206,401,360,318,238,110,369,134,568,658,602,447,549,12,009,068200
2100,93,76,17,336,81,2404,288,245,529,309,344,302,50,337,71,404,830,644,427,143,12,009,068300
2068,15,15,0,115,224,1956,280,304,421,235,222,169,73,252,171,500,594,435,280,277,12,009,068400
2047,70,70,0,111,42,2008,288,240,367,341,297,121,38,316,95,543,740,392,258,277,12,009,068501
2115,126,108,18,106,247,1958,343,188,527,309,234,165,37,155,141,587,728,374,112,383,12,009,068502
1836,71,53,18,111,110,1844,292,201,310,364,184,199,53,241,196,501,546,167,390,327,12,009,068601
3636,77,64,13,179,312,3440,561,523,588,302,507,331,137,491,158,1055,1525,467,492,435,12,009,068602
4300,275,150,125,185,398,3884,544,442,525,529,534,513,83,714,253,920,1222,916,452,1049,12,009,069100
2001,222,200,22,197,250,1913,392,200,363,339,290,94,45,190,101,572,717,330,188,504,12,009,069200
2617,164,162,2,88,358,2213,410,207,397,381,269,186,81,282,233,678,891,265,185,653,12,009,069300
5576,46,46,0,258,641,4695,437,410,666,479,615,535,215,1338,86,934,1227,1504,1039,1063,12,009,069400
1880,224,59,165,114,189,1874,452,351,312,278,216,118,36,111,223,607,530,236,127,501,12,009,069700
6636,448,366,82,862,1146,6210,2528,454,556,470,819,458,171,754,135,907,914,1258,555,3475,12,031,014404
5377,435,362,73,1331,859,5376,538,321,396,803,945,614,169,1590,271,648,1132,1791,1569,1567,12,031,014406
3161,194,99,95,102,305,2840,260,240,444,382,508,230,166,610,183,600,698,886,462,881,12,031,014408
7958,1018,838,180,818,1362,7013,807,378,943,584,1322,647,292,2040,373,994,2423,2388,1152,1947,12,031,014409
6100,282,267,15,427,708,5479,733,279,737,587,925,840,217,1161,200,1063,1400,1832,1033,1592,12,031,014410
5005,303,147,156,1518,919,5175,773,337,564,713,806,611,456,915,198,751,1447,1827,836,1525,12,031,014411
9877,1473,1070,403,2903,1187,11025,1335,740,1111,1054,1483,1452,766,3084,326,1541,3049,3436,2270,2805,12,031,014412
4121,615,395,220,840,659,4185,655,373,447,678,578,301,262,891,249,592,935,1327,1115,1002,12,031,014413
3187,281,222,59,570,383,3214,624,389,692,384,664,225,73,163,550,1163,808,504,141,1369,12,031,014500
5256,128,41,87,234,433,4477,608,287,651,392,607,508,294,1130,115,958,1570,1202,445,1797,12,031,014601
3942,294,150,144,160,346,3584,444,444,654,723,554,327,159,279,459,997,1150,566,138,1481,12,031,014603
3116,398,211,187,411,280,3292,511,126,667,732,596,344,85,231,277,796,1168,674,197,854,12,031,014604
5710,397,297,100,337,653,4839,590,532,1141,607,904,576,137,352,231,1610,1953,707,253,2669,12,031,014701
2118,61,44,17,434,359,1879,324,262,310,274,281,145,86,197,220,380,695,394,236,835,12,031,014702
3820,206,125,81,240,695,3217,1181,529,536,363,314,108,51,135,371,673,988,268,85,1916,12,031,014800
4749,421,177,244,311,715,4044,790,669,732,668,554,282,93,256,429,1279,1352,763,135,2024,12,031,014901
4694,436,275,161,818,775,4199,629,218,809,756,808,471,169,339,150,1349,1598,846,199,2114,12,031,014902
4272,383,243,140,424,532,3911,651,547,685,676,749,330,132,141,490,1058,1537,537,99,1919,12,031,015001
3532,218,112,106,74,492,2742,402,320,421,524,584,268,57,166,161,854,1085,467,144,1387,12,031,015002
3523,514,430,84,124,436,3061,768,254,652,597,361,256,29,144,431,1046,1127,191,115,1518,12,031,015100
2364,274,208,66,195,308,2154,373,234,440,494,318,216,13,66,283,642,795,140,92,928,12,031,015200
